,title,locateName,totalPrice,unitPrice,houseInfo,followInfo,tags,url
80,龙兴北巷57号 1室1厅 北,"['龙兴北巷57号 ', '彭州']",17.8,"4,422元/平",1室1厅 | 40.26平米 | 北 | 精装 | 低楼层(共3层)  | 板塔结合,0人关注 / 1个月以前发布,"['VR看装修', '房本满两年', '随时看房']",https://cd.lianjia.com/ershoufang/106117973444.html
81,兰庭丽景 2室1厅 南 北,"['兰庭丽景 ', '彭州']",45.9,"4,485元/平",2室1厅 | 102.36平米 | 南 北 | 简装 | 高楼层(共6层)  | 平房,1人关注 / 一年前发布,"['VR房源', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106113478473.html
82,昌建星悦城 3室2厅 东,"['昌建星悦城 ', '彭州']",68,"6,487元/平",3室2厅 | 104.83平米 | 东 | 其他 | 高楼层(共32层) | 2020年 | 塔楼,0人关注 / 11个月以前发布,"['VR房源', '房本满两年', '随时看房']",https://cd.lianjia.com/ershoufang/106114443896.html
83,凤凰城清溪园 2室1厅 南,"['凤凰城清溪园 ', '彭州']",48.8,"5,680元/平",2室1厅 | 85.93平米 | 南 | 毛坯 | 高楼层(共16层)  | 板塔结合,3人关注 / 一年前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106109305691.html
84,中瑞天悦天玺 4室2厅 东,"['中瑞天悦天玺 ', '彭州']",102,"7,882元/平",4室2厅 | 129.41平米 | 东 | 精装 | 中楼层(共26层) | 2021年 | 板楼,0人关注 / 6个月以前发布,"['VR看装修', '随时看房']",https://cd.lianjia.com/ershoufang/106115999537.html
85,置信逸都丹郡A区 2室2厅 北,"['置信逸都丹郡A区 ', '彭州']",82,"9,367元/平",2室2厅 | 87.55平米 | 北 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 10个月以前发布,"['VR看装修', '房本满五年']",https://cd.lianjia.com/ershoufang/106114712038.html
86,紫御兰庭 2室2厅 南,"['紫御兰庭 ', '彭州']",63,"7,091元/平",2室2厅 | 88.85平米 | 南 | 毛坯 | 低楼层(共16层) | 2021年 | 暂无数据,0人关注 / 1个月以前发布,"['VR看装修', '随时看房']",https://cd.lianjia.com/ershoufang/106117848505.html
87,中和新城 2室2厅 南,"['中和新城 ', '彭州']",30.5,"4,208元/平",2室2厅 | 72.49平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,7人关注 / 一年前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106111591122.html
88,水岸名都 3室2厅 南 北,"['水岸名都 ', '彭州']",70.8,"5,971元/平",3室2厅 | 118.59平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,"['VR看装修', '房本满五年']",https://cd.lianjia.com/ershoufang/106117639109.html
89,国色天香 2室2厅 西,"['国色天香 ', '彭州']",47,"5,809元/平",2室2厅 | 80.92平米 | 西 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,"['VR房源', '房本满五年']",https://cd.lianjia.com/ershoufang/106113888949.html
